fips,jurisdiction,state,postal,eavs_reg,eavs_exact_jname,nd_reg,nh_reg,ak_reg,mi_reg,total_reg
NA,BROOKFIELD TOWNSHIP - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1200,1200
NA,CARMEL TOWNSHIP - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2271,2271
NA,CHARLOTTE CITY - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,6843,6843
NA,CHESTER TOWNSHIP - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1284,1284
NA,DELTA CHARTER TOWNSHIP - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,27489,27489
NA,EATON RAPIDS CITY - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,4316,4316
NA,EATON RAPIDS TOWNSHIP - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,3333,3333
NA,EATON TOWNSHIP - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,3368,3368
NA,GRAND LEDGE CITY - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,6462,6462
NA,HAMLIN TOWNSHIP - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2745,2745
NA,KALAMO TOWNSHIP - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1338,1338
NA,OLIVET CITY - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,815,815
NA,ONEIDA CHARTER TOWNSHIP - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,3332,3332
NA,POTTERVILLE CITY - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2220,2220
NA,ROXAND TOWNSHIP - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1389,1389
NA,SUNFIELD TOWNSHIP - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1678,1678
NA,VERMONTVILLE TOWNSHIP - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1608,1608
NA,WALTON TOWNSHIP - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1795,1795
NA,WINDSOR CHARTER TOWNSHIP - EATON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,5991,5991
NA,BEAR CREEK TOWNSHIP - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,5740,5740
NA,BLISS TOWNSHIP - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,526,526
NA,CARP LAKE TOWNSHIP - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,706,706
NA,CENTER TOWNSHIP - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,469,469
NA,CROSS VILLAGE TOWNSHIP - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,273,273
NA,FRIENDSHIP TOWNSHIP - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,826,826
NA,HARBOR SPRINGS CITY - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1258,1258
NA,LITTLE TRAVERSE TOWNSHIP - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2490,2490
NA,LITTLEFIELD TOWNSHIP - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2690,2690
NA,MAPLE RIVER TOWNSHIP - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1047,1047
NA,MCKINLEY TOWNSHIP - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1092,1092
NA,PETOSKEY CITY - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,5260,5260
NA,PLEASANTVIEW TOWNSHIP - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,876,876
NA,READMOND TOWNSHIP - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,575,575
NA,RESORT TOWNSHIP - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2581,2581
NA,SPRINGVALE TOWNSHIP - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1850,1850
NA,WAWATAM TOWNSHIP - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,601,601
NA,WEST TRAVERSE TOWNSHIP - EMMET COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1805,1805
NA,ARGENTINE TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,5822,5822
NA,ATLAS TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,6815,6815
NA,BURTON CITY - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,25265,25265
NA,CLAYTON TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,6283,6283
NA,CLIO CITY - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2104,2104
NA,DAVISON CITY - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,4440,4440
NA,DAVISON TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,16856,16856
NA,FENTON CITY - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,10238,10238
NA,FENTON TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,14648,14648
NA,FLINT CITY - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,76865,76865
NA,FLINT TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,26889,26889
NA,FLUSHING CITY - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,7024,7024
NA,FLUSHING TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,9331,9331
NA,FOREST TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,3908,3908
NA,GAINES TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,5613,5613
NA,GENESEE TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,16762,16762
NA,GRAND BLANC CITY - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,6643,6643
NA,GRAND BLANC TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,32103,32103
NA,LINDEN CITY - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,3355,3355
NA,MONTROSE CITY - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1373,1373
NA,MONTROSE TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,4984,4984
NA,MOUNT MORRIS CITY - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2549,2549
NA,MOUNT MORRIS TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,17841,17841
NA,MUNDY TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,12944,12944
NA,RICHFIELD TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,7517,7517
NA,SWARTZ CREEK CITY - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,4894,4894
NA,THETFORD TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,5624,5624
NA,VIENNA TOWNSHIP - GENESEE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,10936,10936
NA,BEAVERTON CITY - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1035,1035
NA,BEAVERTON TOWNSHIP - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1569,1569
NA,BENTLEY TOWNSHIP - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,698,698
NA,BILLINGS TOWNSHIP - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2180,2180
NA,BOURRET TOWNSHIP - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,383,383
NA,BUCKEYE TOWNSHIP - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1190,1190
NA,BUTMAN TOWNSHIP - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1997,1997
NA,CLEMENT TOWNSHIP - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,836,836
NA,GLADWIN CITY - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2437,2437
NA,GLADWIN TOWNSHIP - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,689,689
NA,GRIM TOWNSHIP - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,113,113
NA,GROUT TOWNSHIP - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1356,1356
NA,HAY TOWNSHIP - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1178,1178
NA,SAGE TOWNSHIP - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1998,1998
NA,SECORD TOWNSHIP - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1099,1099
NA,SHERMAN TOWNSHIP - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,893,893
NA,TOBACCO TOWNSHIP - GLADWIN COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2292,2292
NA,BESSEMER CITY - GOGEBIC COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1807,1807
NA,BESSEMER TOWNSHIP - GOGEBIC COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1142,1142
NA,ERWIN TOWNSHIP - GOGEBIC COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,305,305
NA,IRONWOOD CITY - GOGEBIC COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,5170,5170
NA,IRONWOOD TOWNSHIP - GOGEBIC COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2021,2021
NA,MARENISCO TOWNSHIP - GOGEBIC COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,599,599
NA,WAKEFIELD CITY - GOGEBIC COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1442,1442
NA,WAKEFIELD TOWNSHIP - GOGEBIC COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,285,285
NA,WATERSMEET TOWNSHIP - GOGEBIC COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1610,1610
NA,ACME TOWNSHIP - GRAND TRAVERSE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,4000,4000
NA,BLAIR TOWNSHIP - GRAND TRAVERSE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,6989,6989
NA,EAST BAY TOWNSHIP - GRAND TRAVERSE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,10194,10194
NA,FIFE LAKE TOWNSHIP - GRAND TRAVERSE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1362,1362
NA,GARFIELD TOWNSHIP - GRAND TRAVERSE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,16619,16619
NA,GRANT TOWNSHIP - GRAND TRAVERSE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1035,1035
NA,GREEN LAKE TOWNSHIP - GRAND TRAVERSE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,5533,5533
NA,LONG LAKE TOWNSHIP - GRAND TRAVERSE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,8387,8387
NA,MAYFIELD TOWNSHIP - GRAND TRAVERSE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1432,1432
NA,PARADISE TOWNSHIP - GRAND TRAVERSE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,3970,3970
NA,PENINSULA TOWNSHIP - GRAND TRAVERSE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,5647,5647
NA,TRAVERSE CITY CITY - GRAND TRAVERSE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,13432,13432
NA,UNION TOWNSHIP - GRAND TRAVERSE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,416,416
NA,WHITEWATER TOWNSHIP - GRAND TRAVERSE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2370,2370
NA,ALMA CITY - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,6109,6109
NA,ARCADA TOWNSHIP - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1425,1425
NA,BETHANY TOWNSHIP - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1101,1101
NA,ELBA TOWNSHIP - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,944,944
NA,EMERSON TOWNSHIP - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,734,734
NA,FULTON TOWNSHIP - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1986,1986
NA,HAMILTON TOWNSHIP - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,340,340
NA,ITHACA CITY - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2188,2188
NA,LAFAYETTE TOWNSHIP - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,448,448
NA,NEW HAVEN TOWNSHIP - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,731,731
NA,NEWARK TOWNSHIP - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,713,713
NA,NORTH SHADE TOWNSHIP - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,378,378
NA,NORTH STAR TOWNSHIP - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,662,662
NA,PINE RIVER TOWNSHIP - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1923,1923
NA,SEVILLE TOWNSHIP - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1739,1739
NA,ST LOUIS CITY - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2833,2833
NA,SUMNER TOWNSHIP - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1468,1468
NA,WASHINGTON TOWNSHIP - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,667,667
NA,WHEELER TOWNSHIP - GRATIOT COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1983,1983
NA,ADAMS TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1962,1962
NA,ALLEN TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1481,1481
NA,AMBOY TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1073,1073
NA,CAMBRIA TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2063,2063
NA,CAMDEN TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1537,1537
NA,FAYETTE TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,941,941
NA,HILLSDALE CITY - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,5618,5618
NA,HILLSDALE TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1750,1750
NA,JEFFERSON TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2653,2653
NA,JONESVILLE CITY - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1698,1698
NA,LITCHFIELD CITY - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,987,987
NA,LITCHFIELD TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,852,852
NA,MOSCOW TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1153,1153
NA,PITTSFORD TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1182,1182
NA,RANSOM TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,633,633
NA,READING CITY - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,889,889
NA,READING TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1561,1561
NA,SCIPIO TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1532,1532
NA,SOMERSET TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,3992,3992
NA,WHEATLAND TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1051,1051
NA,WOODBRIDGE TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,763,763
NA,WRIGHT TOWNSHIP - HILLSDALE COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1251,1251
NA,ADAMS TOWNSHIP - HOUGHTON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2003,2003
NA,CALUMET TOWNSHIP - HOUGHTON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,5181,5181
NA,CHASSELL TOWNSHIP - HOUGHTON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1576,1576
NA,DUNCAN TOWNSHIP - HOUGHTON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,210,210
NA,ELM RIVER TOWNSHIP - HOUGHTON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,208,208
NA,FRANKLIN TOWNSHIP - HOUGHTON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1117,1117
NA,HANCOCK CITY - HOUGHTON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,3581,3581
NA,HANCOCK TOWNSHIP - HOUGHTON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,395,395
NA,HOUGHTON CITY - HOUGHTON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,3032,3032
NA,LAIRD TOWNSHIP - HOUGHTON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,424,424
NA,OSCEOLA TOWNSHIP - HOUGHTON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1489,1489
NA,PORTAGE TOWNSHIP - HOUGHTON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2635,2635
NA,QUINCY TOWNSHIP - HOUGHTON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,235,235
NA,SCHOOLCRAFT TOWNSHIP - HOUGHTON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1632,1632
NA,STANTON TOWNSHIP - HOUGHTON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1307,1307
NA,TORCH LAKE TOWNSHIP - HOUGHTON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1712,1712
NA,BAD AXE CITY - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2318,2318
NA,BINGHAM TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1355,1355
NA,BLOOMFIELD TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,311,311
NA,BROOKFIELD TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,570,570
NA,CASEVILLE CITY - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,638,638
NA,CASEVILLE TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1632,1632
NA,CHANDLER TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,341,341
NA,COLFAX TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1401,1401
NA,DWIGHT TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,616,616
NA,FAIRHAVEN TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,937,937
NA,GORE TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,149,149
NA,GRANT TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,600,600
NA,HARBOR BEACH CITY - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1317,1317
NA,HUME TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,660,660
NA,HURON TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,311,311
NA,LAKE TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,720,720
NA,LINCOLN TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,588,588
NA,MCKINLEY TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,347,347
NA,MEADE TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,575,575
NA,OLIVER TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1111,1111
NA,PARIS TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,373,373
NA,POINTE AUX BARQUES TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,27,27
NA,PORT AUSTIN TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1316,1316
NA,RUBICON TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,625,625
NA,SAND BEACH TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,998,998
NA,SEBEWAING TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2156,2156
NA,SHERIDAN TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,486,486
NA,SHERMAN TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,815,815
NA,SIGEL TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,356,356
NA,VERONA TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1051,1051
NA,WINSOR TOWNSHIP - HURON COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1521,1521
NA,ALAIEDON TOWNSHIP - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2521,2521
NA,AURELIUS TOWNSHIP - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,3523,3523
NA,BUNKER HILL TOWNSHIP - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1682,1682
NA,DELHI CHARTER TOWNSHIP - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,21891,21891
NA,EAST LANSING CITY - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,25538,25538
NA,INGHAM TOWNSHIP - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2044,2044
NA,LANSING CITY - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,88923,88923
NA,LANSING TOWNSHIP - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,6948,6948
NA,LEROY TOWNSHIP - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2843,2843
NA,LESLIE CITY - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1521,1521
NA,LESLIE TOWNSHIP - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1887,1887
NA,LOCKE TOWNSHIP - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1513,1513
NA,MASON CITY - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,6419,6419
NA,MERIDIAN TOWNSHIP - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,33969,33969
NA,ONONDAGA TOWNSHIP - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2366,2366
NA,STOCKBRIDGE TOWNSHIP - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,3105,3105
NA,VEVAY TOWNSHIP - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,3073,3073
NA,WHEATFIELD TOWNSHIP - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1360,1360
NA,WHITE OAK TOWNSHIP - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,965,965
NA,WILLIAMSTON CITY - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,3111,3111
NA,WILLIAMSTOWN TOWNSHIP - INGHAM COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,4628,4628
NA,BELDING CITY - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,4173,4173
NA,BERLIN TOWNSHIP - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1694,1694
NA,BOSTON TOWNSHIP - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,4854,4854
NA,CAMPBELL TOWNSHIP - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1956,1956
NA,DANBY TOWNSHIP - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2394,2394
NA,EASTON TOWNSHIP - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2562,2562
NA,IONIA CITY - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,4922,4922
NA,IONIA TOWNSHIP - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,3159,3159
NA,KEENE TOWNSHIP - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1402,1402
NA,LYONS TOWNSHIP - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2774,2774
NA,NORTH PLAINS TOWNSHIP - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,971,971
NA,ODESSA TOWNSHIP - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,3050,3050
NA,ORANGE TOWNSHIP - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,823,823
NA,ORLEANS TOWNSHIP - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2096,2096
NA,OTISCO TOWNSHIP - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1892,1892
NA,PORTLAND CITY - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2907,2907
NA,PORTLAND TOWNSHIP - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,2964,2964
NA,RONALD TOWNSHIP - IONIA COUNTY,MICHIGAN,MI,NA,NA,NA,NA,NA,1457,1457
