year,date,description,link,job_title,employer,state,salary_low_end,salary_high_end,salary_mean,pay_basis,classification_experimental
2024,05-09,"Voter Systems Trainer, Arapahoe County, Colorado– The Voter Systems Trainer assists with the training of new and existing Election Division staff within the Clerk and Recorder’s office. This job provides excellent customer service, maintains a positive attitude and is an effective team player while performing a variety of complex duties associated with Arapahoe County’s Election Division and training program. Assists with developing and implementing a training plan, timeline, and procedures for training and developing Elections full time and part time staff. Serves as project manager for Agilis ballot sorting technology, mail ballot signature verification and ballot cure process, including training and process development. Independently provides assistance, guidance, and knowledge transfer to Registration Specialists, Senior Registration Specialists and Lead Registration Specialist. Serves as a designated Arapahoe County Tester for User Acceptance Trainings (UAT) and mock elections as designated by the Secretary of State. Provides written and verbal feedback while testing processes to Voter Service Manager or other partners involved in testing role. Attend calls and meetings with other State and County testers and collaborates with other partners to review system changes for potential impacts or review potential fixes to system issues to verify solutions are viable. Conducts research, identifies and resolves complex registration and database issues to improve system functionality and understanding among the election staff. Independently researches complex issues faced by election staff to analyze, determine, and propose solutions to process or system issues. May be asked to perform training related to the following departments: employee development, leadership development, election related duties, and special projects. Salary: $28.22 – $42.33 Hourly. Deadline: May 17, Application: For the complete job listing and to apply, click here. ",https://www.governmentjobs.com/careers/arapahoe/jobs/4496123/voter-systems-trainer?page=4&pagetype=jobOpportunitiesJobs,Voter Systems Trainer,Arapahoe County,Colorado,58697.6,88046.4,73372.0,hourly,election_official
2024,05-09,"Voting Equipment Assistant Manager, Fairfax County, Virginia– Serves as the assistant manager for all voting equipment management and logistics in Fairfax County, the largest voting jurisdiction in Virginia and one of the 30 largest voting jurisdictions in the United States. Under the supervision of the Voting Equipment and Logistics Manager, plays a pivotal role in ensuring the testing, maintenance, security, and delivery of more than 1,300 ballot scanners and ballot marking devices for use at 281 early voting and election day polling places. The assistant manager is required to travel to different work locations using their own form of transportation. The ideal candidate will bring a blend of administrative acumen, logistics experience, and an understanding of general election procedures. You will work with a team of more than 50 voting equipment technicians at our office and at our warehouse to maintain and calibrate voting equipment, manage inventory, and coordinate the deployment and storage of equipment. You will be very involved in per-election Logic and Accuracy testing and repairs, developing security plans, and keeping detailed records of all maintenance and operations activities. This opportunity is perfect for an individual who thrives in a fast-paced, dynamic work environment and is dedicated to upholding the integrity and smooth operation of the voting process in Virginia. With your commitment, expertise, and diligent work, you will become an indispensable member of our Voting Equipment and Logistics division, contributing significantly to the democratic process and making a positive impact in the community. Salary: $47,663.82 – $79,439.78 Annually. Deadline: May 17. Application: For the complete job listing and to apply, click here. ",https://www.governmentjobs.com/careers/fairfaxcounty/jobs/4487349/voting-equipment-assistant-manager-administrative-assistant-iv,Voting Equipment Assistant Manager,Fairfax County,Virginia,47663.82,79439.78,63551.8,yearly,election_official
2024,05-02,"Deputy Director, Davie County, North Carolina – Performs clerical functions, voter registration procedures, and other election-related tasks in the daily operations of the Davie County Board of Elections, as may be assigned by the Director or Chair/members of the Board of Elections. Reports to the Elections Director and the Chair and members of the Davie County Board of Elections. Regular, predictable, full attendance is an essential function of the job. Essential Job Functions: Perform multiple functions simultaneously. Independently implement instructions delegated by the Elections Director. Perform day-to-day operations, including data entry and maintenance of voter files. Exercise considerable tact and courtesy in the course of the extensive public contact of this office and the dissemination of information to news media, political parties, candidates, and the general public. Remain politically impartial, following the statewide regulations on political activities for county board of elections employees. Other duties as assigned. Salary: Minimum hiring rate $39,000. Application: For the complete job listing and to apply, click here. ",https://tmss.daviecountync.gov/ess/employmentopportunities/default.aspx,Deputy Director,Davie County,North Carolina,39000.0,,39000.0,yearly,election_official
2024,05-02,"Election Protection Hotline Specialist, Lawyers’ Committee for Civil Rights Under Law– Are you passionate about safeguarding democratic processes? Join us as an Election Protection Hotline Specialist! This pivotal role involves collaborating with hundreds of legal volunteers to address voter concerns reported to the 866-OUR-VOTE hotline. As part of our dynamic hotline infrastructure team, you’ll be at the forefront of managing day-to-day operations. Expect a fast-paced environment, multitasking, and a commitment to early mornings, evenings, and weekends. Embrace the opportunity to learn and employ cutting-edge technology. Responsibilities of the Election Protection Hotline Specialist include but are not limited to: Support the Election Protection contact center, ensuring top-notch assistance to voters using the 866-OUR-VOTE hotline. Organize schedules and workflows for numerous legal volunteers, ensuring exceptional assistance and collecting essential data. Craft volunteer communications such as newsletters and emails, and promptly respond to volunteer inquiries. Maintain proper staffing levels based on anticipated call volumes and direct volunteers to necessary resources. Aid volunteers with technical queries related to Twilio, Rocket Chat, Okta, and troubleshoot connectivity and login issues. Collaborate on updating voting rights reference materials and conduct volunteer training. Conduct research to enhance resources addressing caller questions and update volunteer references.Monitor interactions in the Election Protection database to ensure information accuracy and identify trends. Create daily reports summarizing call data to inform Election Protection coalition activities.Identify and engage volunteers for leadership roles and assist in post-election analysis. Application: For the complete job listing and to apply, click here. ",https://lawyerscommitteeforcivilrightsunderlaw.applytojob.com/apply/PJTguOe5M2/Election-Protection-Hotline-Specialist?referrer=20240501145540MPBXBJPLDCRMKZZA,Election Protection Hotline Specialist,Lawyers’ Committee for Civil Rights Under Law,,,,,not specified,election_official
2024,05-02,"Information Technology Security Analyst, Illinois State Board of Elections– The Information Technology Security Analyst reports directly to the Manager of Cyber Operations and Infrastructure. Supports the administration, implementation, review, and improvement of endpoint, network, hardware, application, and data security practices. Implements, supports, and monitors the agency’s information security services and applications, including email and web gateways, endpoint security, network firewalls, intrusion prevention systems, SIEM, data loss prevention, multi-factor authentication, CASB, EDR, threat intelligence resources, etc. Monitors system dashboards and logs for threat indicators. Analyzes data and performs necessary incident response procedures. Assists with the continuous improvement of SOAR capabilities. Conducts network, system, and application vulnerability assessments. Implements and documents compliance to NIST CSF and the Center for Internet Security (CIS) Controls frameworks. Analyzes agency threat landscape. Utilizes CIS benchmark configurations and work with agency stakeholders to help drive system and application hardening efforts. Evaluates agency processes and implements and/or makes recommendations to enhance security and reduce risk.  Reviews and responds to information received concerning threat events from end users, federal, state, county and local agencies as well as external entities such as the Multi-State Information Sharing and Analysis Center (MS-ISAC), Elections Infrastructure Information Sharing and Analysis Center (EI-ISAC), trusted security vendors, law enforcement agencies, and public information sources. Consults with SBE staff on security issues.  Provides a high level of customer service to agency staff, state, county, and local election officials. Ensures service desk queues and incidents are handled in an appropriate and timely manner. Service desk ticket resolutions are thoroughly documented and knowledge base articles are maintained. Develops, maintains, monitors and supports the agency’s security awareness program including training modules, assessments, phishing and remedial training. Continuously reviews emerging information received from federal, state, county, local agencies, and trusted cybersecurity vendors to ensure awareness content aligns with agency needs. Continues education by attending training sessions, seminars, and conferences to increase familiarity with and maintain current knowledge of security products, vendors, techniques, and procedures. Research security enhancements and make recommendations to management. Participates in cybersecurity-focused organizations.  Monitors on-line information security related websites, blogs, articles, reports as well as other security intelligence sources to keep up-to-date on the latest threats, IOCs and trends.  Performs other duties as required or assigned which are reasonably within the scope of the duties enumerated above. Provides off-hours support as required. Salary: $5,417. – $10,713.  Deadline: May 31. Application: For the complete job listing and to apply, click here. ",https://illinois.jobs2web.com/job/Springfield-INFORMATION-TECHNOLOGY-SECURITY-ANALYST-IL-62704/1161924600/,Information Technology Security Analyst,Illinois State Board of Elections,Illinois,65004.0,128556.0,96780.0,monthly,election_official
2024,05-02,"Rules and Hearings Coordinator, Oregon Secretary of State– We have one full-time Limited Duration opportunity in the Elections Division at the Secretary of State located in Salem expected to continue through June 30, 2025. At this time, the position is Limited Duration through June 30, 2025, and the agency is planning to request for continued funding into future biennia.  If future funding is secured, the appointment may become permanent. In this role, you will work with program experts to write and update administrative rules and manage external stakeholder engagement processes throughout implementation of campaign finance limits. You will also oversee contested case hearings for the Division. This is accomplished in part by, but not limited to: Working with program experts to write and update administrative rules to implement campaign finance limits. Managing external stakeholder engagement processes throughout implementation phases of campaign finance limits. Collaborating with Division subject matter experts by providing guidance on writing administrative rules. Overseeing the Division’s lay representative and contested case hearings programs. Assisting division leadership and making recommendations on strategic goals, initiatives and short- and long-term objectives related to campaign finance. Salary:  $6,016 – $ 9,243/per month Non-PERS Rate; $6,377 – $9,800/per month PERS Rate. Deadline: May 19. Application: For the complete job listing and to apply, click here. ",https://oregon.wd5.myworkdayjobs.com/SOR_External_Career_Site/job/Salem--SOS--Public-Service-Building/Rules-and-Hearings-Coordinator--Operations---Policy-Analyst-3-_REQ-155045-1,Rules and Hearings Coordinator,Oregon Secretary of State,Oregon,72192.0,117600.0,94896.0,monthly,election_official
2024,04-25,"Advocacy Campaign Strategist, Elections and Government Program, The Brennan Center– The Elections and Government Program is looking to hire an experienced campaign strategist. The Advocacy Campaign Strategist position reports to the DC-based Deputy Director of the Elections and Government Program. Responsibilities: Contribute to planning and execution of advocacy campaigns to achieve Elections and Government Program goals, including: Provide project management, organization, logistical solutions, and administrative support, as needed. Identify tools and methods to increase effectiveness and efficiency of team’s work. Coordinate communications between program staff and internal/external stakeholders. Engage in field advocacy, including: Participate in coalition meetings, convenings, briefings. Develop and maintain productive relationships with election officials, grassroots allies, civic partners, government staff, elected officials, and other outside stakeholders. Identify and create opportunities to advance program goals in the field, as well as to improve the program’s advocacy with learning and perspectives from the field. Conceive and execute advocacy products, such as blog posts, digital media products, public comments, FAQs, and other assets, in collaboration with communications colleagues where appropriate, with focus on broadening and increasing partner engagement with program’s work. Contribute research and writing for policy and empirical research reports that will form the basis of advocacy campaigns. Contribute to the program’s media and public education work, including strategy, talking points, and speaking engagements. Help to train new program support staff, including program associates, and serve as their first point of advice on routine matters. Application: For the complete job listing and to apply, click here. ",https://brennancenter.applytojob.com/apply/9zUJmFRSjJ/Advocacy-Campaign-Strategist-Elections-And-Government-Program,Advocacy Campaign Strategist,The Brennan Center,District of Columbia,,,,not specified,election_official
2024,04-25,"Deputy Director, Davie County, North Carolina – Performs clerical functions, voter registration procedures, and other election-related tasks in the daily operations of the Davie County Board of Elections, as may be assigned by the Director or Chair/members of the Board of Elections. Reports to the Elections Director and the Chair and members of the Davie County Board of Elections. Regular, predictable, full attendance is an essential function of the job. Essential Job Functions: Perform multiple functions simultaneously. Independently implement instructions delegated by the Elections Director. Perform day-to-day operations, including data entry and maintenance of voter files. Exercise considerable tact and courtesy in the course of the extensive public contact of this office and the dissemination of information to news media, political parties, candidates, and the general public. Remain politically impartial, following the statewide regulations on political activities for county board of elections employees. Other duties as assigned. Salary: Minimum hiring rate $39,000. Application: For the complete job listing and to apply, click here.  ",https://tmss.daviecountync.gov/ess/employmentopportunities/default.aspx,Deputy Director,Davie County,North Carolina,39000.0,,39000.0,yearly,election_official
2024,04-25,"Voter Services Manager, Arapahoe County, Colorado– The Voter Service Manager position has direct responsibility and supervision of the entire Voter Service Team. This position will assist with complex administrative and supervisory work in directing daily activities. The Voter Service Manager supports the Elections Deputy Director, Chief Deputy Director and the Clerk and Recorder with issues concerning all operations of Elections. The following statements are illustrative of the essential function of the job. Salary: $73,441.94 – $117,316.94 Annually. Deadline: April 29. Application: For the complete job listing and to apply, click here. ",https://www.governmentjobs.com/careers/arapahoe/jobs/4461922/voter-services-manager?keywords=elections&pagetype=jobOpportunitiesJobs,Voter Services Manager,Arapahoe County,Colorado,73441.94,117316.94,95379.44,yearly,election_official
2024,04-18,"Assistant Election Supervisor, Bartow County, Georgia– Reporting to the Elections Supervisor, this position is responsible for supervising voter registration activities as well as assisting in the coordination of federal, state, county, and municipal elections within Bartow County. Major duties: Registers voters and researches and resolves unusual and/or complicated registration issues. Maintains correct street, precinct and district information for the county; audits streets to ensure proper districting. Processes and certifies absentee ballots. Researches and determines the result of provisional ballots to make recommendations to the Board. Researches and interprets national, state and local laws as well as the rules of the State Election Board and the opinions of the Attorney General. Supervises employees by assigning registration tasks, answering questions, and coordinating schedules. Drafts and maintains written procedures for voter registration. Conducts press interviews, prepares press releases and maintains social media accounts as necessary. Troubleshoots voting issues on Election Day and during the early voting process. Compiles legally-required paperwork and supplies for Election Day and early voting. Assists in tabulating and canvassing election results. Designs and presents poll worker training. Conducts voter education and voter registration drives. Attends intergovernmental meetings with city, other county, and state agencies. Maintains office supply inventory; reorders as needed. Performs the duties of the Election Supervisor in his or her absence. Serves as Chief Deputy Registrar for the Board. Performs related duties. Salary: $51,771 to $63,107/Annually DOE/DOQ. Application: For the complete job listing and to apply, click here. ",https://cms2.revize.com/revize/bartowga/Assistant%20Elections%20Supervisor.pdf,Assistant Election Supervisor,Bartow County,Georgia,51771.0,63107.0,57439.0,yearly,election_official
2024,04-18,"Departmental Analyst 9-P11- Data & Programs Section, Michigan Dept. of State – This position serves as the street index and addressing administrator for the Michigan Qualified Voter File (QVF). QVF is used by all election officials, county, township, and city, statewide. This position must analyze and coordinate all activities associated with the data integrity of the street index of the QVF. Salary:$49,712 – $77,916 Annually. Deadline: April 26. Application: For the complete job listing and to apply, click here. ",https://www.governmentjobs.com/careers/michigan/jobs/4468741/departmental-analyst-9-p11-data-programs-section?department[0]=Department%20of%20State&sort=PostingDate%7CDescending&pagetype=jobOpportunitiesJobs,Departmental Analyst 9-P11- Data & Programs Section,Michigan Dept. of State,Michigan,49712.0,77916.0,63814.0,yearly,election_official
2024,04-18,"Deputy Director, Rhode Island Board of Elections– To assist in the planning, supervision, review of programs and administrative functions of the Elections Division as assigned; to organize, assist and direct subordinates to fulfill agency responsibilities as described in Title 17 of the Rhode Island General Laws as well as achieve agency goals and objectives, as directed by the Executive Director. SUPERVISION RECEIVED: Works under the general supervision of the Executive Director and assists in carrying out the directives and policies established by the Board. SUPERVISION EXERCISED: Assist the Executive Director supervising the permanent and seasonal staff of the Elections Division. Salary Range: $101, 756 – $116,916. Application: For the complete job listing and to apply, click here. ",https://electionline.org/wp-content/uploads/2024/04/BOE-Deputy-Director-of-Elections.pdf,Deputy Director,Rhode Island Board of Elections,Rhode Island,101756.0,116916.0,109336.0,yearly,election_official
2024,04-18,"Elections and Registration Specialist, Virginia Department of Elections– The Elections and Registration Specialist ensures compliance with state and federal laws regarding the administration of elections. Collaborate with multiple internal and external partners to ensure the agency fosters an integrated approach to election administration policy and procedures. Provide appropriate guidance and support to Virginia’s election officials and Department of Elections (ELECT) staff via research, process supervision and liaison activities. The Department of Elections promotes and supports accurate, fair, open and secure elections for the citizens of the Commonwealth. Elect ensures the proper administration of election laws, campaign finance disclosure compliance, and voter registration processes in the state by promulgating rules, regulations, issuing instructions, and providing information to local Electoral Boards and general registrars. The Department of Elections envisions a highly modern, efficient and professional electoral process that is trustworthy and accountable at all levels and engages Virginia’s diverse citizenry in the most fundamental right in a democratic society: the right to vote. Salary: Hiring range up to $65K. Deadline: April 25. Application: For the complete job listing and to apply, click here. ",https://www.jobs.virginia.gov/jobs/elections-and-registration-specialist-00020-richmond-virginia-united-states,Elections and Registration Specialist,Virginia Department of Elections,Virginia,65000.0,65000.0,65000.0,yearly,election_official
2024,04-18,"Registrar of Voters, San Bernardino County, California– The county of San Bernardino is seeking a visionary new registrar of voters to oversee the critical activities of the Registrar’s office with a large scope of oversight including 50+ members and an annual budget of $20M+. The Registrar of Voters will foster an environment that promotes civic participation and ensures transparent and fair elections. They will design and implement voter education programs tailored to the needs of County residents. This position requires a deep understanding of the County’s diverse demographics, its unique challenges, and the ability to implement strategies that promote voter engagement, education, and participation. The Registrar will oversee voter registration efforts, ensuring that registration processes are accessible, efficient, and in compliance with state and federal regulations. They will work closely with local community organizations, schools, and governmental entities to create outreach initiatives and workshops to increase countywide engagement. Engaging with the community is at the heart of this role. Building and maintaining strong relationships with various stakeholders, including community leaders, advocacy groups, and residents, is paramount. Organizing town hall meetings, forums, and public discussions will be essential to address concerns, gather feedback, and disseminate essential information related to voting procedures, ballot measures, and electoral reforms. By actively listening to the community’s needs and concerns, they will play a pivotal role in shaping policies and initiatives that resonate with the diverse population of San Bernardino County. This position offers a unique opportunity for development and growth within the realm of civic engagement and electoral processes. As the landscape of voting rights, technologies, and methodologies continues to evolve, staying abreast of emerging trends, best practices, and legislative changes is essential. Participating in training programs, conferences, and workshops will enhance the knowledge base, skill set, and capacity to navigate the complexities associated with administering elections in the County. Salary: $153,504-$218,004. Application: For the complete job listing and to apply, click here. ",https://indd.adobe.com/view/3cc03d0b-fc7d-4109-9f47-6f2f04efc338,Registrar of Voters,San Bernardino County,California,153504.0,218004.0,185754.0,yearly,top_election_official
2024,04-18,"Voter Services Manager, Arapahoe County, Colorado– The Voter Service Manager position has direct responsibility and supervision of the entire Voter Service Team. This position will assist with complex administrative and supervisory work in directing daily activities. The Voter Service Manager supports the Elections Deputy Director, Chief Deputy Director and the Clerk and Recorder with issues concerning all operations of Elections. The following statements are illustrative of the essential function of the job. Salary: $73,441.94 – $117,316.94 Annually. Deadline: April 29. Application: For the complete job listing and to apply, click here. ",https://www.governmentjobs.com/careers/arapahoe/jobs/4461922/voter-services-manager?keywords=elections&pagetype=jobOpportunitiesJobs,Voter Services Manager,Arapahoe County,Colorado,73441.94,117316.94,95379.44,yearly,election_official
2024,04-11,"Cybersecurity Junior Analyst, Palm Beach County, Florida– The Cybersecurity Junior Analyst is responsible for monitoring the organization’s log aggregation tools and triage suspicious activity or detection alerts generated by the security controls implemented within the Supervisor of Elections Office network environment. Additionally, this position will serve as the first line of defense and response for identified security events in accordance with the Information Security Policy, and cybersecurity procedures. Candidate must be organized and personable with a great attitude, be able to work well in a team environment, calmly respond to identified security incidents, and meet deadlines under pressure. Excellent work ethic, including consistent performance, integrity, reliability, and attendance, is a must. Candidate must be detail-oriented and understand the importance of security and safety for all. Must be available 24/7 365, be able to handle simultaneous projects, be a self-starter, and remain informed on emerging threats and technologies. Application: For the complete job listing and to apply, click here. ",https://www.votepalmbeach.gov/About-Us/Cybersecurity-Junior-Analyst,Cybersecurity Junior Analyst,Palm Beach County,Florida,,,,not specified,election_official
2024,04-11,"GIS Specialist, Palm Beach County, Florida– The GIS Specialist position requires technical level aptitude involving geospatial data management, analysis, and cartography using Geographic Information Systems (GIS). The position is responsible for the successful creation, maintenance and update of complex database information and support of GIS projects and initiatives. Perform GIS data development activities, including developing and updating GIS databases from hard copy maps, site plans, existing electronic data sets, and GPS (Global Positioning System). Identifies and accounts for differences in map projections and overlay of information from different sources. Duties include establishing, implementing and maintaining standards and procedures for database management, development and documentation. Develops map layouts, web accessible maps and logistics maps. Maintain data synchronization between GIS and Voter Registration System.  Must have proficient computer skills, knowledge of relational databases, ability to handle simultaneous multiple projects and be a self-starter. Application: For the complete job listing and to apply, click here. ",https://www.votepalmbeach.gov/About-Us/GIS-Specialist,GIS Specialist,Palm Beach County,Florida,,,,not specified,election_official
2024,04-11,"Physical Security Specialist, Palm Beach County, Florida– This position is responsible for administration of the physical security programs in a manner consistent with Supervisor of Elections Office policies, procedures, quality standards, and applicable local, state, and federal regulations. These programs include conducting facility security risk assessments, assisting with access control, monitoring alarms and CCTV systems, and providing security related training. Must be organized and personable with a great attitude, be able to work well in a team environment, and meet deadlines under pressure. Excellent work ethic, including consistent performance, integrity, reliability, and attendance, is a must. Candidate must be detail-oriented and understand the importance of security and safety for all. Must be available 24/7 365, be able to handle simultaneous projects, and be a self-starter. Application: For the complete job listing and to apply, click here. ",https://www.votepalmbeach.gov/About-Us/Physical-Security-Specialist,Physical Security Specialist,Palm Beach County,Florida,,,,not specified,election_official
2024,04-04,"Departmental Analyst 12 – Security & Standards Section, Michigan Department of State –  This position serves as an analyst in the Security and Standards section and will serve as recognized resource for creating or changing election administration materials for clerks and vendors based on changes to the Michigan Election Law. This position will gather data from election officials to determine program needs and coordinate with Election Administration staff on development of section programs; assist with the oversight of Michigan’s over 1,600 county and local election officials in the performance of their duties to ensure proper practices and procedures; and provide support for section programs, such as assisting with audits and recounts. This position will require some travel. Salary: $49,712 – $84,115. Deadline: April 7. Application: For the complete job listing and to apply, click here. ",https://www.governmentjobs.com/careers/michigan/jobs/4442440/departmental-analyst-12-security-standards-section?keywords=Security%20%26%20Standards&pagetype=jobOpportunitiesJobs,Departmental Analyst 12 – Security & Standards Section,Michigan Department of State,Michigan,49712.0,84115.0,66913.5,yearly,election_official
2024,04-04,"Elections Investigations Lead (Compliance Specialist 3), Oregon Secretary of State’s Office– In this role, you will help enforce Oregon election laws and rules by investigating complaints and requests for investigation. This is accomplished in part by, but not limited to: Reviewing investigation requests/complaints alleging possible violations of Oregon election laws/rules; Evaluating and determining whether the division should proceed with an investigation; Establishing team workload and prioritization of cases; Conducting thorough investigations into possible violations; Recommending Division action and outcome of cases; Assessing civil penalties for non-compliance with Oregon election laws/rules; and Maintaining internal program-related standard operating procedures. Salary: $5,736 – $8,811. Deadline: April 24. Application: For the complete job listing and to apply, click here. ",https://oregon.wd5.myworkdayjobs.com/SOR_External_Career_Site/job/Salem--SOS--Public-Service-Building/Elections-Investigations-Lead--Compliance-Specialist-3-_REQ-152956-1,Elections Investigations Lead (Compliance Specialist 3),Oregon Secretary of State’s Office,Oregon,68832.0,105732.0,87282.0,monthly,election_official
2024,04-04,"Executive Director– The American Council of Election Technology (ACET), a national, nonpartisan trade association of the leading providers of election technology solutions, is currently conducting a search for a dynamic, well-connected, hard-working election professional who loves this field and the people in it, to serve as ACET’s Executive Director to work with the group under contract throughout the remainder of calendar year 2024. (For 2025 and beyond, this position will be contracted annually from January through December.) Please see our detailed LinkedIn post for more information. If you are interested in discussing this exciting opportunity, please inbox Michelle Shafer on LinkedIn (Michelle is currently consulting with ACET to help coordinate this search.) or send a resume and cover letter to ACET at info@techforelections.vote. The American Council of Election Technology (ACET) is a national, nonpartisan trade association of the leading providers of election technology solutions. Thousands of jurisdictions across the United States rely on our members’ products and services to advance democracy. ACET members provide voters with the means to cast their ballots with confidence that their votes will be accurately recorded and protected. Their technologies and services help state and local officials print ballots, check-in voters, tabulate votes, and report and audit election results. Current ACET Member Companies are: Election Systems & Software, Hart InterCivic, MicroVote, Runbeck Election Services, Smartmatic, Unisyn Voting Solutions, VOTEC Corporation. Application: For the complete job listing and to apply, click here. ",https://www.linkedin.com/feed/update/urn:li:activity:7181365790284169217/,Executive Director,The American Council of Election Technology (ACET),Not provided,,,,not provided,top_election_official
2024,04-04,"Senior Counsel, Voting Rights Program, The Brennan Center– The Brennan Center’s Voting Rights Program seeks a talented attorney to join our team working to build a robust, participatory, and inclusive democracy. Reporting to the Director of the Voting Rights Program, the attorney’s focus will be to combat voter suppression and advance pro-voter reforms at the state and federal levels. Our Voting Rights Program advocates for free, fair, and accessible elections, with special focus on the ways systemic barriers impede electoral participation by communities of color. The past ten years have seen a renewed brazen and widespread assault on the right to vote. Elected officials at the highest levels have deployed disinformation and misinformation to scapegoat communities trying to assert their rightful place in the electorate. And the Capitol attack made plain that some are even prepared to reject the use of elections as the arena to contest political differences. We meet these challenges, and others, head on. We do so with partners ranging from community-based organizations to election administrators to pro bono counsel. The Brennan Center’s methods include legal and empirical research and writing, litigation, legislative and policy advocacy, media and communications, and public education. Salary:  $145,100 – $185,800. Application: For the complete job listing and to apply, click here. ",https://brennancenter.applytojob.com/apply/p4L6Et3haJ/Senior-Counsel-Voting-Rights-Program,"Senior Counsel, Voting Rights Program",The Brennan Center,,145100.0,185800.0,165450.0,yearly,election_official
2024,04-04,"Voter Registration Support Desk (Operations & Policy Analyst 2), Oregon Secretary of State’s Office– In this position you will, with supervisory support, manage and operate the voting system certification program for the Elections Division. This program ensures that voting systems in Oregon are compliant with Federal and state requirements and meet the needs of county election administrators and the elections division. Although there is substantial variety in day-to-day work of election administration, examples of frequent activities include, but are not limited to, the review of technical documents, ensuring compliance with State and federal law with vendors and county election offices, providing guidance to county officials on the operation of voter registration systems, traveling to county election offices, writing administrative rules, and writing instructional documentation. Salary: $5,228 – $8,003. Deadline: April 17. Application: For the complete job listing and to apply, click here. ",https://oregon.wd5.myworkdayjobs.com/SOR_External_Career_Site/job/Salem--SOS--Public-Service-Building/ORVIS-Support-Desk--Operations---Policy-Analyst-2-_REQ-152954,Voter Registration Support Desk (Operations & Policy Analyst 2),Oregon Secretary of State’s Office,Oregon,62736.0,96036.0,79386.0,monthly,election_official
2024,03-28,"Elections Coordinator, Buncombe County, North Carolina– The purpose of this position is to plan, coordinate, and administer assigned elections program or service area to support the strategic direction of the department and organization by connecting community participants to election services. Supervisory/Leadership Responsibilities: Provide training and lead worker support through motivation, direction, review, and feedback of assigned tasks. Essential Functions of the Position: Organize and manage day-to-day activities of assigned elections program area to ensure program objectives are met; ensure compliance in accordance with all federal, state, and local regulatory standards, ordinances, laws, and requirements. Participate in the recommendation, assignment, training, direction, and success of seasonal poll workers and other seasonal staff. Design, deliver, and/or facilitate trainings, program outreach, and educational sessions to expand knowledge of services; develop content, materials, and necessary supporting documentation. Effectively administer software tools and systems to manage program; synthesize and analyze program data, design/develop reports and ensure accurate and timely reporting. Act as the liaison and conduit between key shareholders, the community, and the department to convey relevant information and ensure effective collaboration; participate in meetings, presentations, trainings, and outreach as needed. Manage budget for assigned elections program including coordinating, processing, and recording financial and budget information and transactions. Identify opportunities for improving service delivery methods and procedures; identify resource needs; review with appropriate management staff; implement improvements. Perform other related duties as assigned. Salary: $28.65 – $40.11. Deadline: April 19. Application: For the complete job listing and to apply, click here. ",https://buncombecounty.wd1.myworkdayjobs.com/en-US/Buncombe_County_Careers/details/Elections-Coordinator_R03685,Elections Coordinator,Buncombe County,North Carolina,59592.0,83428.8,71510.4,hourly,election_official
2024,03-21,"Communications Representative, Michigan Dept. of State – This position will serve as the recognized resource in the Bureau of Elections for elections-related communications and dissemination of public information. The position will serve as the recognized resource for communications and media inquiries and coordinate responses in conjunction with the Office of Communications and External Affairs. The incumbent will review and analyze documents produced in the Bureau of Elections to ensure consistent and accurate language, including reviewing for grammar and usage and make appropriate edits. Salary: $57,553.60 – $84,115.20 Annually. Deadline: March 24. Application: For the complete job listing and to apply, click here. ",https://www.governmentjobs.com/careers/michigan/jobs/4428699/communications-representative-12-bureau-of-elections-information-specialist?keywords=Bureau%20of%20elections&pagetype=jobOpportunitiesJobs,Communications Representative,Michigan Dept. of State,Michigan,57553.6,84115.2,70834.4,yearly,election_official
2024,03-21,"Elections Director, Burke County, North Carolina– Performs complex administrative and supervisory work in organizing and operating the County Elections Office. Work includes establishing voter registration procedures, overseeing candidate filings, and providing support to the County Board of Elections, including meeting coordination, budget drafting, and addressing voter issues. This role demands independent judgment, initiative, and excellent interpersonal skills, along with a deep understanding of election laws. Work is conducted under the guidelines of state laws and policies set by the County Board of Elections, with performance evaluated based on accuracy, efficiency, and the effectiveness of election operations. Work involves setting policies and goals under the direction of the County Board of Elections. Supervision is exercised over all department personnel. Salary: Hiring Range: $69,639 – $83,567. Application: For the complete job listing and to apply, click here.",https://nc-burkecounty.civicplus.com/Jobs.aspx?UniqueId=112&From=All&CommunityJobs=False&JobID=Elections-Director-508,Elections Director,Burke County,North Carolina,69639.0,83567.0,76603.0,yearly,election_official
